credit_profile_id,customer_id,credit_limit,credit_score,utilization_ratio
501665,101665,200000,390.0,0.34
501666,101666,100000,571.0,0.73
501667,101667,200000,304.0,0.29
501668,101668,75000,893.0,0.42
501669,101669,100000,518.0,0.78
501670,101670,75000,417.0,1.06
501671,101671,75000,892.0,0.66
501672,101672,50000,881.0,0.92
501673,101673,75000,414.0,0.93
501674,101674,75000,562.0,0.81
501675,101675,100000,605.0,0.33
501676,101676,100000,721.0,1.05
501677,101677,150000,506.0,0.55
501678,101678,50000,602.0,0.1
501679,101679,75000,411.0,0.33
501680,101680,50000,716.0,0.93
501681,101681,200000,,0.13
501682,101682,75000,584.0,0.22
501683,101683,50000,484.0,0.85
501684,101684,150000,520.0,1.08
501685,101685,150000,743.0,0.78
501686,101686,75000,416.0,0.31
501687,101687,200000,369.0,0.11
501688,101688,150000,369.0,0.76
501689,101689,150000,726.0,0.1
501690,101690,200000,867.0,0.75
501691,101691,50000,742.0,0.31
501692,101692,150000,436.0,1.09
501693,101693,100000,803.0,0.6
501694,101694,300000,430.0,0.31
501695,101695,300000,517.0,1.03
501696,101696,150000,470.0,0.34
501697,101697,50000,774.0,0.4
501698,101698,50000,428.0,1.01
501699,101699,75000,356.0,0.41
501700,101700,100000,480.0,0.52
501701,101701,50000,545.0,0.45
501702,101702,200000,443.0,0.18
501703,101703,100000,350.0,0.09
501704,101704,300000,,0.88
501705,101705,100000,758.0,0.79
501706,101706,200000,,0.37
501707,101707,150000,866.0,0.39
501708,101708,200000,556.0,1.14
501709,101709,200000,455.0,1.19
501710,101710,150000,864.0,0.59
501711,101711,150000,741.0,0.97
501712,101712,150000,324.0,0.9
501713,101713,150000,835.0,0.39
501714,101714,150000,359.0,0.12
501715,101715,200000,766.0,0.21
501716,101716,75000,733.0,1.01
501717,101717,75000,365.0,0.89
501718,101718,50000,864.0,0.81
501719,101719,75000,405.0,0.2
501720,101720,300000,,0.79
501721,101721,75000,850.0,0.94
501722,101722,200000,467.0,1.04
501723,101723,150000,341.0,0.07
501724,101724,150000,403.0,0.84
501725,101725,200000,503.0,0.07
501726,101726,300000,819.0,0.86
501727,101727,75000,581.0,0.78
501728,101728,200000,342.0,0.22
501729,101729,50000,409.0,0.93
501730,101730,150000,509.0,0.13
501731,101731,100000,,1.0
501732,101732,50000,414.0,0.35
501733,101733,300000,454.0,0.84
501734,101734,50000,802.0,1.11
501735,101735,200000,370.0,0.44
501736,101736,75000,818.0,0.63
501737,101737,150000,635.0,0.58
501738,101738,300000,366.0,0.23
501739,101739,300000,792.0,0.73
501740,101740,100000,,0.9
501741,101741,50000,480.0,1.1
501742,101742,100000,898.0,1.03
501743,101743,75000,547.0,0.64
501744,101744,75000,513.0,0.88
501745,101745,100000,658.0,0.97
501746,101746,150000,548.0,0.62
501747,101747,75000,815.0,0.18
501748,101748,100000,387.0,0.55
501749,101749,50000,475.0,1.02
501750,101750,100000,725.0,0.74
501751,101751,100000,380.0,0.88
501752,101752,200000,437.0,0.26
501753,101753,75000,732.0,1.16
501754,101754,150000,769.0,0.51
501755,101755,150000,,0.8
501756,101756,200000,425.0,0.07
501757,101757,300000,608.0,0.2
501758,101758,150000,529.0,0.95
501759,101759,100000,759.0,1.16
501760,101760,200000,644.0,0.42
501761,101761,50000,609.0,0.09
501762,101762,75000,319.0,0.46
501763,101763,75000,860.0,0.07
501764,101764,75000,840.0,0.27
501765,101765,100000,859.0,0.92
501766,101766,50000,776.0,1.13
501767,101767,200000,568.0,0.15
501768,101768,200000,302.0,0.69
501769,101769,75000,315.0,0.34
501770,101770,50000,657.0,0.21
501771,101771,50000,432.0,0.3
501772,101772,50000,611.0,0.71
501773,101773,150000,781.0,0.12
501774,101774,150000,843.0,0.55
501775,101775,75000,604.0,0.21
501776,101776,50000,568.0,0.36
501777,101777,300000,713.0,0.27
501778,101778,50000,324.0,1.07
501779,101779,200000,615.0,0.86
501780,101780,200000,870.0,1.05
501781,101781,75000,575.0,0.49
501782,101782,300000,688.0,0.41
501783,101783,50000,743.0,0.49
501784,101784,300000,726.0,0.07
501785,101785,75000,356.0,0.88
501786,101786,200000,865.0,0.45
501787,101787,200000,667.0,0.41
501788,101788,150000,641.0,0.74
501789,101789,75000,603.0,0.55
501790,101790,75000,673.0,1.18
501791,101791,50000,,0.46
501792,101792,50000,305.0,0.76
501793,101793,150000,578.0,0.41
501794,101794,100000,681.0,1.19
501795,101795,300000,312.0,0.56
501796,101796,100000,,0.78
501797,101797,100000,855.0,0.2
501798,101798,75000,,0.89
501799,101799,300000,453.0,0.36
501800,101800,75000,480.0,0.57
501801,101801,300000,825.0,1.07
501802,101802,200000,479.0,1.17
501803,101803,75000,676.0,0.54
501804,101804,75000,,1.01
501805,101805,75000,513.0,0.11
501806,101806,150000,449.0,1.02
501807,101807,75000,315.0,0.77
501808,101808,50000,390.0,0.61
501809,101809,50000,,1.07
501810,101810,300000,552.0,1.02
501811,101811,200000,359.0,0.39
501812,101812,150000,565.0,0.96
501813,101813,300000,708.0,0.16
501814,101814,50000,330.0,1.0
501815,101815,150000,,0.83
501816,101816,150000,892.0,0.15
501817,101817,200000,588.0,0.84
501818,101818,150000,842.0,0.72
501819,101819,75000,797.0,0.73
501820,101820,150000,773.0,0.38
501821,101821,200000,704.0,0.36
501822,101822,300000,847.0,0.93
501823,101823,200000,431.0,0.35
501824,101824,200000,623.0,0.56
501825,101825,50000,431.0,0.85
501826,101826,75000,820.0,0.14
501827,101827,50000,329.0,0.73
501828,101828,300000,600.0,0.73
501829,101829,100000,303.0,0.84
501830,101830,300000,624.0,0.48
501831,101831,75000,808.0,0.57
501832,101832,150000,536.0,0.43
501833,101833,200000,834.0,0.98
501834,101834,100000,315.0,0.2
501835,101835,75000,833.0,1.16
501836,101836,50000,,0.78
501837,101837,200000,,1.07
501838,101838,300000,802.0,0.54
501839,101839,50000,529.0,0.43
501840,101840,75000,406.0,1.09
501841,101841,75000,688.0,0.16
501842,101842,300000,562.0,0.18
501843,101843,100000,862.0,0.39
501844,101844,300000,364.0,1.15
501845,101845,150000,564.0,0.78
501846,101846,50000,637.0,0.69
501847,101847,100000,600.0,0.86
501848,101848,200000,677.0,0.53
501849,101849,150000,,0.92
501850,101850,100000,451.0,0.5
501851,101851,50000,775.0,1.0
501852,101852,75000,565.0,0.36
501853,101853,200000,628.0,0.37
501854,101854,300000,462.0,0.65
501855,101855,50000,737.0,0.55
501856,101856,150000,642.0,0.8
501857,101857,150000,666.0,0.47
501858,101858,75000,764.0,0.32
501859,101859,75000,498.0,0.59
501860,101860,200000,799.0,0.7
501861,101861,300000,315.0,0.21
501862,101862,200000,595.0,0.69
501863,101863,75000,810.0,0.42
501864,101864,75000,538.0,0.5
501865,101865,150000,880.0,0.37
501866,101866,75000,600.0,1.12
501867,101867,100000,305.0,0.84
501868,101868,50000,519.0,0.35
501869,101869,75000,752.0,0.79
501870,101870,200000,732.0,1.03
501871,101871,300000,685.0,0.51
501872,101872,300000,594.0,1.0
501873,101873,300000,417.0,0.23
501874,101874,100000,704.0,1.0
501875,101875,200000,893.0,0.67
501876,101876,100000,865.0,0.31
501877,101877,75000,311.0,0.52
501878,101878,50000,508.0,1.19
501879,101879,300000,464.0,0.95
501880,101880,200000,593.0,0.71
501881,101881,300000,818.0,0.18
501882,101882,100000,377.0,0.53
501883,101883,150000,733.0,0.35
501884,101884,75000,876.0,0.13
501885,101885,50000,376.0,0.67
501886,101886,75000,347.0,1.07
501887,101887,150000,381.0,0.83
501888,101888,50000,508.0,0.34
501889,101889,150000,744.0,0.71
501890,101890,75000,895.0,1.13
501891,101891,100000,821.0,0.88
501892,101892,75000,328.0,0.84
501893,101893,75000,603.0,1.16
501894,101894,75000,764.0,0.97
501895,101895,200000,801.0,0.21
501896,101896,150000,745.0,0.45
501897,101897,150000,789.0,1.16
501898,101898,300000,727.0,0.61
501899,101899,150000,858.0,0.18
501900,101900,300000,658.0,0.58
501901,101901,200000,390.0,0.85
501902,101902,100000,352.0,1.2
501903,101903,300000,888.0,0.42
501904,101904,75000,503.0,0.64
501905,101905,100000,855.0,1.06
501906,101906,200000,455.0,0.46
501907,101907,150000,301.0,0.18
501908,101908,300000,,1.14
501909,101909,75000,868.0,0.61
501910,101910,50000,357.0,0.63
501911,101911,50000,553.0,0.76
501912,101912,100000,479.0,0.05
501913,101913,150000,792.0,1.12
501914,101914,50000,334.0,0.47
501915,101915,100000,374.0,0.51
501916,101916,200000,588.0,0.25
501917,101917,100000,670.0,0.48
501918,101918,100000,886.0,0.97
501919,101919,100000,628.0,0.97
501920,101920,75000,889.0,1.13
501921,101921,100000,603.0,0.51
501922,101922,300000,,0.87
501923,101923,100000,520.0,0.63
501924,101924,75000,463.0,0.97
501925,101925,75000,779.0,0.87
501926,101926,200000,754.0,0.47
501927,101927,150000,674.0,0.44
501928,101928,50000,519.0,0.34
501929,101929,50000,553.0,0.71
501930,101930,100000,487.0,1.16
501931,101931,200000,490.0,0.28
501932,101932,100000,688.0,0.16
501933,101933,50000,514.0,0.19
501934,101934,75000,674.0,0.95
501935,101935,150000,385.0,0.45
501936,101936,200000,773.0,0.31
501937,101937,75000,,0.46
501938,101938,150000,346.0,0.79
501939,101939,200000,364.0,0.68
501940,101940,200000,774.0,0.91
501941,101941,50000,445.0,0.44
501942,101942,75000,681.0,0.57
501943,101943,200000,365.0,0.17
501944,101944,300000,816.0,0.13
501945,101945,200000,392.0,0.58
501946,101946,150000,725.0,0.4
501947,101947,50000,767.0,0.75
501948,101948,100000,393.0,0.1
501949,101949,50000,432.0,0.19
501950,101950,100000,733.0,1.04
501951,101951,75000,,0.7
501952,101952,75000,613.0,0.87
501953,101953,200000,890.0,1.02
501954,101954,300000,511.0,0.58
501955,101955,75000,819.0,0.93
501956,101956,200000,458.0,0.65
501957,101957,50000,567.0,0.31
501958,101958,75000,773.0,0.44
501959,101959,50000,709.0,0.61
501960,101960,50000,773.0,0.41
501961,101961,300000,655.0,0.44
501962,101962,75000,492.0,0.44
501963,101963,50000,570.0,0.19
501964,101964,300000,413.0,0.15
501965,101965,300000,,0.1
501966,101966,75000,354.0,0.18
501967,101967,300000,364.0,0.45
501968,101968,75000,571.0,0.73
501969,101969,75000,801.0,0.27
501970,101970,100000,661.0,1.07
501971,101971,50000,445.0,0.98
501972,101972,150000,508.0,0.65
501973,101973,75000,585.0,0.88
501974,101974,50000,309.0,0.47
501975,101975,300000,485.0,0.09
501976,101976,200000,873.0,1.09
501977,101977,75000,896.0,0.2
501978,101978,300000,763.0,1.14
501979,101979,300000,433.0,0.71
501980,101980,300000,470.0,0.4
501981,101981,300000,512.0,0.62
501982,101982,300000,,0.63
501983,101983,75000,801.0,0.08
501984,101984,150000,871.0,0.46
501985,101985,100000,899.0,0.9
501986,101986,300000,326.0,0.64
501987,101987,300000,367.0,0.33
501988,101988,100000,707.0,0.44
501989,101989,75000,851.0,1.04
501990,101990,50000,408.0,0.65
501991,101991,200000,373.0,0.66
501992,101992,200000,877.0,1.16
501993,101993,50000,561.0,0.42
501994,101994,75000,,0.6
501995,101995,200000,536.0,0.98
501996,101996,100000,665.0,0.92
501997,101997,50000,585.0,0.36
501998,101998,150000,677.0,0.22
501999,101999,75000,675.0,0.86
